"src","src_gi","src_classLabels","mismatch","kDN","group_sampling_id"
10190,255675107,"euk",TRUE,45,1
10191,255674134,"euk",TRUE,53,1
10192,530537136,"euk",TRUE,46,1
10193,255678087,"euk",TRUE,53,1
10194,255670529,"euk",TRUE,65,1
10195,213958546,"euk",TRUE,54,1
10196,332002898,"euk",TRUE,39,1
10197,405119423,"euk",TRUE,47,1
10198,255675924,"euk",TRUE,43,1
10199,213958560,"euk",TRUE,47,1
10200,586919208,"euk",TRUE,51,1
10201,145250049,"euk",TRUE,69,1
10202,629079300,"euk",TRUE,49,1
10203,332640072,"euk",TRUE,41,1
10204,332640072,"euk",TRUE,41,1
10205,253761954,"euk",TRUE,46,1
10206,586919208,"euk",TRUE,43,1
10207,224465130,"euk",TRUE,45,1
10208,255675924,"euk",TRUE,63,1
10209,253761954,"euk",TRUE,65,1
10210,255672756,"euk",TRUE,33,1
10211,255679674,"euk",TRUE,64,1
10212,475628045,"euk",TRUE,50,1
10213,332656411,"euk",TRUE,29,1
10214,255677434,"euk",TRUE,39,1
10215,586919208,"euk",TRUE,49,1
10216,255679158,"euk",TRUE,40,1
10217,255678087,"euk",TRUE,35,1
10218,213958556,"euk",TRUE,51,1
10219,332656411,"euk",TRUE,49,1
10220,679811907,"euk",TRUE,62,1
10221,530537136,"euk",TRUE,65,1
10222,255676632,"euk",TRUE,48,1
10223,586919208,"euk",TRUE,46,1
10224,586919208,"euk",TRUE,51,1
10225,255670529,"euk",TRUE,51,1
10226,255679158,"euk",TRUE,41,1
10227,213958558,"euk",TRUE,50,1
10228,586778913,"euk",TRUE,40,1
10229,255678666,"euk",TRUE,67,1
10230,586919208,"euk",TRUE,37,1
10231,332189094,"euk",TRUE,48,1
10232,679811907,"euk",TRUE,49,1
10233,255674134,"euk",TRUE,60,1
10234,213958551,"euk",TRUE,54,1
10235,351645597,"euk",TRUE,50,1
10236,255679674,"euk",TRUE,41,1
10237,255679674,"euk",TRUE,40,1
10238,255674134,"euk",TRUE,44,1
10239,255678087,"euk",TRUE,41,1
10240,144575580,"euk",TRUE,67,1
10241,255675107,"euk",TRUE,43,1
10242,255672756,"euk",TRUE,60,1
10243,530537136,"euk",TRUE,32,1
10244,255669953,"euk",TRUE,67,1
10245,255670529,"euk",TRUE,48,1
10246,255676632,"euk",TRUE,45,1
10247,586919208,"euk",TRUE,51,1
10248,593497591,"euk",TRUE,42,1
10249,255672756,"euk",TRUE,53,1
10250,213958550,"euk",TRUE,69,1
10251,586919208,"euk",TRUE,42,1
10252,475628038,"euk",TRUE,54,1
10253,332656411,"euk",TRUE,58,1
10254,255678087,"euk",TRUE,46,1
10255,332640072,"euk",TRUE,56,1
10256,255675924,"euk",TRUE,58,1
10257,255679674,"euk",TRUE,49,1
10258,593497591,"euk",TRUE,39,1
10259,253761954,"euk",TRUE,47,1
10260,255677434,"euk",TRUE,60,1
10261,255675107,"euk",TRUE,44,1
10262,255674134,"euk",TRUE,30,1
10263,255676632,"euk",TRUE,44,1
10264,253761954,"euk",TRUE,58,1
10265,586919208,"euk",TRUE,40,1
10266,593497591,"euk",TRUE,33,1
10267,330250293,"euk",TRUE,57,1
10268,253761954,"euk",TRUE,33,1
10269,330250293,"euk",TRUE,47,1
10270,405122062,"euk",TRUE,48,1
10271,255675107,"euk",TRUE,42,1
10272,224465133,"euk",TRUE,52,1
10273,332656411,"euk",TRUE,35,1
10274,330250293,"euk",TRUE,33,1
10275,255672756,"euk",TRUE,48,1
10276,255676632,"euk",TRUE,36,1
10277,255679674,"euk",TRUE,69,1
10278,255679158,"euk",TRUE,47,1
10279,586774437,"euk",TRUE,55,1
10280,679811907,"euk",TRUE,65,1
10281,213958560,"euk",TRUE,44,1
10282,255678087,"euk",TRUE,44,1
10283,323507493,"euk",TRUE,64,1
10284,253761954,"euk",TRUE,45,1
10285,405122900,"euk",TRUE,40,1
10286,224465131,"euk",TRUE,62,1
10287,255678666,"euk",TRUE,58,1
10288,593497591,"euk",TRUE,42,1
10289,255678087,"euk",TRUE,28,1
10290,255675924,"euk",TRUE,48,1
10291,332002898,"euk",TRUE,29,1
10292,332640072,"euk",TRUE,36,1
10293,255676632,"euk",TRUE,65,1
10294,332640072,"euk",TRUE,57,1
10295,530537136,"euk",TRUE,34,1
10296,255669953,"euk",TRUE,46,1
10297,255679674,"euk",TRUE,50,1
10298,213958556,"euk",TRUE,59,1
10299,586778913,"euk",TRUE,43,1
10300,679811907,"euk",TRUE,52,1
10301,255679674,"euk",TRUE,50,1
10302,593497591,"euk",TRUE,49,1
10303,332002898,"euk",TRUE,45,1
10304,255672756,"euk",TRUE,47,1
10305,255675107,"euk",TRUE,52,1
10306,255677434,"euk",TRUE,47,1
10307,332640072,"euk",TRUE,54,1
10308,343429630,"euk",TRUE,63,1
10309,255677434,"euk",TRUE,65,1
10310,255679674,"euk",TRUE,34,1
10311,586919208,"euk",TRUE,42,1
10312,255676632,"euk",TRUE,52,1
10313,255676632,"euk",TRUE,40,1
10314,332189094,"euk",TRUE,38,1
10315,253761954,"euk",TRUE,45,1
10316,255675924,"euk",TRUE,53,1
10317,255674134,"euk",TRUE,64,1
10318,255674134,"euk",TRUE,59,1
10319,332002898,"euk",TRUE,48,1
10320,332189094,"euk",TRUE,34,1
10321,255674134,"euk",TRUE,43,1
10322,405122517,"euk",TRUE,61,1
10323,255676632,"euk",TRUE,30,1
10324,332189094,"euk",TRUE,60,1
10325,332002898,"euk",TRUE,59,1
10326,679811907,"euk",TRUE,65,1
10327,332002898,"euk",TRUE,32,1
10328,255678087,"euk",TRUE,50,1
10329,255675107,"euk",TRUE,56,1
10330,162697182,"euk",TRUE,42,1
10331,255669953,"euk",TRUE,50,1
10332,330250293,"euk",TRUE,41,1
10333,253761954,"euk",TRUE,53,1
10334,255670529,"euk",TRUE,44,1
10335,351640227,"euk",TRUE,69,1
10336,255677434,"euk",TRUE,23,1
10337,255675107,"euk",TRUE,63,1
10338,255676632,"euk",TRUE,57,1
10339,213958559,"euk",TRUE,65,1
10340,213958560,"euk",TRUE,52,1
10341,255678666,"euk",TRUE,61,1
10342,255679158,"euk",TRUE,36,1
10343,255675107,"euk",TRUE,34,1
10344,332002898,"euk",TRUE,27,1
10345,255674134,"euk",TRUE,39,1
10346,255676632,"euk",TRUE,39,1
10347,351648213,"euk",TRUE,53,1
10348,255672756,"euk",TRUE,38,1
10349,255670529,"euk",TRUE,49,1
10350,255675924,"euk",TRUE,39,1
10351,593497591,"euk",TRUE,51,1
10352,255678666,"euk",TRUE,65,1
10353,332002898,"euk",TRUE,26,1
10354,255679674,"euk",TRUE,43,1
10355,253761954,"euk",TRUE,53,1
10356,255670529,"euk",TRUE,46,1
10357,405123993,"euk",TRUE,53,1
10358,255679674,"euk",TRUE,46,1
10359,255679158,"euk",TRUE,41,1
10360,144577865,"euk",TRUE,67,1
10361,679811907,"euk",TRUE,51,1
10362,530537136,"euk",TRUE,34,1
10363,255675107,"euk",TRUE,67,1
10364,679811907,"euk",TRUE,47,1
10365,253761954,"euk",TRUE,37,1
10366,351645597,"euk",TRUE,53,1
10367,586919208,"euk",TRUE,49,1
10368,255672756,"euk",TRUE,56,1
10369,255678087,"euk",TRUE,42,1
10370,255672756,"euk",TRUE,48,1
10371,255672756,"euk",TRUE,36,1
10372,351638913,"euk",TRUE,64,1
10373,530537136,"euk",TRUE,56,1
10374,332002898,"euk",TRUE,50,1
10375,255678666,"euk",TRUE,44,1
10376,213958553,"euk",TRUE,68,1
10377,255669953,"euk",TRUE,71,1
10378,255675924,"euk",TRUE,39,1
10379,255675107,"euk",TRUE,54,1
10380,255670529,"euk",TRUE,66,1
10381,255676632,"euk",TRUE,65,1
10382,586919208,"euk",TRUE,47,1
10383,405118222,"euk",TRUE,39,1
10384,255672756,"euk",TRUE,61,1
10385,255676632,"euk",TRUE,39,1
10386,255675107,"euk",TRUE,63,1
10387,255672756,"euk",TRUE,33,1
10388,213958560,"euk",TRUE,55,1
10389,586919208,"euk",TRUE,44,1
10390,255669953,"euk",TRUE,42,1
10391,255670529,"euk",TRUE,39,1
10392,530537136,"euk",TRUE,40,1
10393,255674134,"euk",TRUE,44,1
10394,332656411,"euk",TRUE,58,1
10395,593497591,"euk",TRUE,42,1
10396,332002898,"euk",TRUE,38,1
10397,530537136,"euk",TRUE,33,1
10398,255672756,"euk",TRUE,47,1
10399,255669953,"euk",TRUE,54,1
10400,530537136,"euk",TRUE,65,1
10401,255675924,"euk",TRUE,61,1
10402,255675107,"euk",TRUE,58,1
10403,586919208,"euk",TRUE,47,1
10404,253761954,"euk",TRUE,41,1
10405,405117359,"euk",TRUE,55,1
10406,253761954,"euk",TRUE,56,1
10407,332002898,"euk",TRUE,48,1
10408,255670529,"euk",TRUE,36,1
10409,332640072,"euk",TRUE,42,1
10410,255674134,"euk",TRUE,51,1
10411,255675107,"euk",TRUE,28,1
10412,255675107,"euk",TRUE,38,1
10413,255669953,"euk",TRUE,45,1
10414,255674134,"euk",TRUE,34,1
10415,255678666,"euk",TRUE,47,1
10416,213958559,"euk",TRUE,65,1
10417,530537136,"euk",TRUE,47,1
10418,255675107,"euk",TRUE,50,1
10419,255674134,"euk",TRUE,55,1
10420,530537136,"euk",TRUE,40,1
10421,253761954,"euk",TRUE,51,1
10422,255676632,"euk",TRUE,39,1
10423,255678666,"euk",TRUE,39,1
10424,255674134,"euk",TRUE,39,1
10425,255678087,"euk",TRUE,36,1
10426,255679674,"euk",TRUE,44,1
10427,351648213,"euk",TRUE,47,1
10428,213958550,"euk",TRUE,48,1
10429,255675107,"euk",TRUE,43,1
10430,255674134,"euk",TRUE,46,1
10431,332002898,"euk",TRUE,38,1
10432,255679158,"euk",TRUE,46,1
10433,330250293,"euk",TRUE,38,1
10434,255675107,"euk",TRUE,44,1
10435,255670529,"euk",TRUE,56,1
10436,530537136,"euk",TRUE,35,1
10437,255679158,"euk",TRUE,46,1
10438,351645597,"euk",TRUE,47,1
10439,332189094,"euk",TRUE,45,1
10440,593497591,"euk",TRUE,55,1
10441,343425587,"euk",TRUE,43,1
10442,255675924,"euk",TRUE,58,1
10443,343428120,"euk",TRUE,57,1
10444,255672756,"euk",TRUE,28,1
10445,255669953,"euk",TRUE,47,1
10446,255670529,"euk",TRUE,36,1
10447,255672756,"euk",TRUE,53,1
10448,213958556,"euk",TRUE,55,1
10449,213958559,"euk",TRUE,35,1
10450,144578808,"euk",TRUE,59,1
10451,332656411,"euk",TRUE,41,1
10452,213958557,"euk",TRUE,47,1
10453,213958554,"euk",TRUE,61,1
10454,679811907,"euk",TRUE,50,1
10455,332002898,"euk",TRUE,61,1
10456,255674134,"euk",TRUE,46,1
10457,255678087,"euk",TRUE,38,1
10458,332002898,"euk",TRUE,26,1
10459,253761954,"euk",TRUE,41,1
10460,255675107,"euk",TRUE,45,1
10461,586919208,"euk",TRUE,69,1
10462,593497591,"euk",TRUE,41,1
10463,255678666,"euk",TRUE,47,1
10464,332656411,"euk",TRUE,39,1
10465,213958560,"euk",TRUE,54,1
10466,586919208,"euk",TRUE,49,1
10467,255672756,"euk",TRUE,63,1
10468,213958559,"euk",TRUE,62,1
10469,586919208,"euk",TRUE,54,1
10470,530537136,"euk",TRUE,53,1
10471,530537136,"euk",TRUE,55,1
10472,586919208,"euk",TRUE,48,1
10473,530537136,"euk",TRUE,65,1
10474,405119423,"euk",TRUE,28,1
10475,224465131,"euk",TRUE,38,1
10476,213958553,"euk",TRUE,54,1
10477,586919208,"euk",TRUE,59,1
10478,255676632,"euk",TRUE,24,1
10479,255678666,"euk",TRUE,48,1
10480,213958552,"euk",TRUE,47,1
10481,332189094,"euk",TRUE,38,1
10482,213958560,"euk",TRUE,52,1
10483,405123993,"euk",TRUE,48,1
10484,593497591,"euk",TRUE,24,1
10485,255676632,"euk",TRUE,56,1
10486,332640072,"euk",TRUE,49,1
10487,255678666,"euk",TRUE,31,1
10488,213958558,"euk",TRUE,65,1
10489,253761954,"euk",TRUE,64,1
10490,213958559,"euk",TRUE,57,1
10491,586774437,"euk",TRUE,35,1
10492,593497591,"euk",TRUE,48,1
10493,255675107,"euk",TRUE,33,1
10494,255677434,"euk",TRUE,48,1
10495,255675107,"euk",TRUE,34,1
10496,255675924,"euk",TRUE,61,1
10497,255678087,"euk",TRUE,52,1
10498,213958558,"euk",TRUE,39,1
10499,332640072,"euk",TRUE,49,1
10500,332002898,"euk",TRUE,55,1
10501,332002898,"euk",TRUE,55,1
10502,253761954,"euk",TRUE,40,1
10503,586919208,"euk",TRUE,47,1
10504,255677434,"euk",TRUE,47,1
10505,255669953,"euk",TRUE,42,1
10506,255676632,"euk",TRUE,32,1
10507,405122062,"euk",TRUE,52,1
10508,255678087,"euk",TRUE,52,1
10509,593497591,"euk",TRUE,65,1
10510,255675107,"euk",TRUE,54,1
10511,255675924,"euk",TRUE,44,1
10512,255677434,"euk",TRUE,41,1
10513,351640227,"euk",TRUE,62,1
10514,255678087,"euk",TRUE,63,1
10515,255669953,"euk",TRUE,50,1
10516,213958557,"euk",TRUE,42,1
10517,255678087,"euk",TRUE,46,1
10518,213958553,"euk",TRUE,47,1
10519,255676632,"euk",TRUE,33,1
10520,255669953,"euk",TRUE,47,1
10521,255672756,"euk",TRUE,51,1
10522,255676632,"euk",TRUE,47,1
10523,255678087,"euk",TRUE,41,1
10524,586919208,"euk",TRUE,50,1
10525,213958557,"euk",TRUE,53,1
10526,330250293,"euk",TRUE,44,1
10527,255675107,"euk",TRUE,53,1
10528,213958552,"euk",TRUE,59,1
10529,253761954,"euk",TRUE,54,1
10530,255677434,"euk",TRUE,36,1
10531,213958553,"euk",TRUE,61,1
10532,351637849,"euk",TRUE,56,1
10533,255676632,"euk",TRUE,50,1
10534,332002898,"euk",TRUE,39,1
10535,255677434,"euk",TRUE,46,1
10536,330250293,"euk",TRUE,46,1
10537,405118826,"euk",TRUE,66,1
10538,255675107,"euk",TRUE,45,1
10539,162697182,"euk",TRUE,42,1
10540,586774437,"euk",TRUE,49,1
10541,593497591,"euk",TRUE,59,1
10542,586919208,"euk",TRUE,39,1
10543,255675107,"euk",TRUE,46,1
10544,145250049,"euk",TRUE,55,1
10545,213958557,"euk",TRUE,57,1
10546,255676632,"euk",TRUE,66,1
10547,213958556,"euk",TRUE,64,1
10548,213958552,"euk",TRUE,42,1
10549,351645597,"euk",TRUE,64,1
10550,255676632,"euk",TRUE,44,1
10551,255679674,"euk",TRUE,57,1
10552,255679674,"euk",TRUE,51,1
10553,351645597,"euk",TRUE,57,1
10554,253761954,"euk",TRUE,65,1
10555,255670529,"euk",TRUE,65,1
10556,255674134,"euk",TRUE,48,1
10557,255672756,"euk",TRUE,54,1
10558,530537136,"euk",TRUE,56,1
10559,593497591,"euk",TRUE,43,1
10560,679811907,"euk",TRUE,38,1
10561,255679674,"euk",TRUE,47,1
10562,213958554,"euk",TRUE,56,1
10563,332189094,"euk",TRUE,57,1
10564,255675107,"euk",TRUE,58,1
10565,255670529,"euk",TRUE,38,1
10566,144576750,"euk",TRUE,53,1
10567,475628038,"euk",TRUE,61,1
10568,253761954,"euk",TRUE,30,1
10569,213958550,"euk",TRUE,53,1
10570,593497591,"euk",TRUE,58,1
10571,530537136,"euk",TRUE,35,1
10572,586919208,"euk",TRUE,61,1
10573,253761954,"euk",TRUE,33,1
10574,586919208,"euk",TRUE,40,1
10575,343426690,"euk",TRUE,55,1
10576,586919208,"euk",TRUE,33,1
10577,253761954,"euk",TRUE,45,1
10578,351637849,"euk",TRUE,44,1
10579,586919208,"euk",TRUE,45,1
10580,351648213,"euk",TRUE,61,1
10581,255670529,"euk",TRUE,34,1
10582,255670529,"euk",TRUE,39,1
10583,255674134,"euk",TRUE,65,1
10584,405121536,"euk",TRUE,44,1
10585,593497591,"euk",TRUE,51,1
10586,255679674,"euk",TRUE,41,1
10587,253761954,"euk",TRUE,44,1
10588,332640072,"euk",TRUE,48,1
10589,255677434,"euk",TRUE,54,1
10590,351648213,"euk",TRUE,61,1
10591,351648213,"euk",TRUE,65,1
10592,255675107,"euk",TRUE,44,1
10593,593497591,"euk",TRUE,41,1
10594,343429299,"euk",TRUE,52,1
10595,332656411,"euk",TRUE,53,1
10596,586919208,"euk",TRUE,37,1
10597,351643494,"euk",TRUE,64,1
10598,213958554,"euk",TRUE,46,1
10599,679811907,"euk",TRUE,69,1
10600,255675107,"euk",TRUE,44,1
10601,255674134,"euk",TRUE,54,1
10602,330250293,"euk",TRUE,53,1
10603,255679674,"euk",TRUE,41,1
10604,255675107,"euk",TRUE,38,1
10605,330250293,"euk",TRUE,44,1
10606,255676632,"euk",TRUE,51,1
10607,330250293,"euk",TRUE,53,1
10608,530537136,"euk",TRUE,65,1
10609,530537136,"euk",TRUE,69,1
10610,255677434,"euk",TRUE,52,1
10611,332189094,"euk",TRUE,52,1
10612,255678087,"euk",TRUE,59,1
10613,530537136,"euk",TRUE,58,1
10614,332189094,"euk",TRUE,47,1
10615,332002898,"euk",TRUE,38,1
10616,255669953,"euk",TRUE,45,1
10617,351648213,"euk",TRUE,42,1
10618,530537136,"euk",TRUE,46,1
10619,593497591,"euk",TRUE,43,1
10620,332189094,"euk",TRUE,58,1
10621,213958549,"euk",TRUE,63,1
10622,255677434,"euk",TRUE,47,1
10623,255674134,"euk",TRUE,63,1
10624,213958555,"euk",TRUE,54,1
10625,332189094,"euk",TRUE,40,1
10626,530537136,"euk",TRUE,39,1
10627,255675107,"euk",TRUE,54,1
10628,255679674,"euk",TRUE,50,1
10629,593497591,"euk",TRUE,45,1
10630,255678666,"euk",TRUE,45,1
10631,19171246,"euk",TRUE,38,1
10632,332189094,"euk",TRUE,45,1
10633,255676632,"euk",TRUE,39,1
10634,255678666,"euk",TRUE,56,1
10635,332640072,"euk",TRUE,36,1
10636,530537136,"euk",TRUE,49,1
10637,593497591,"euk",TRUE,50,1
10638,142942393,"euk",TRUE,29,1
10639,332189094,"euk",TRUE,45,1
10640,593497591,"euk",TRUE,53,1
10641,255672756,"euk",TRUE,49,1
10642,255674134,"euk",TRUE,45,1
10643,332640072,"euk",TRUE,44,1
10644,255677434,"euk",TRUE,48,1
10645,593497591,"euk",TRUE,22,1
10646,255670529,"euk",TRUE,62,1
10647,330250293,"euk",TRUE,54,1
10648,255677434,"euk",TRUE,39,1
10649,255674134,"euk",TRUE,43,1
10650,255679158,"euk",TRUE,50,1
10651,255679158,"euk",TRUE,42,1
10652,405123455,"euk",TRUE,44,1
10653,255678087,"euk",TRUE,51,1
10654,351648213,"euk",TRUE,66,1
10655,255675924,"euk",TRUE,58,1
10656,586919208,"euk",TRUE,49,1
10657,593497591,"euk",TRUE,51,1
10658,213958555,"euk",TRUE,49,1
10659,255670529,"euk",TRUE,52,1
10660,530537136,"euk",TRUE,51,1
10661,586919208,"euk",TRUE,40,1
10662,330250293,"euk",TRUE,52,1
10663,332656411,"euk",TRUE,40,1
10664,255677434,"euk",TRUE,44,1
10665,255672756,"euk",TRUE,67,1
10666,343425587,"euk",TRUE,56,1
10667,255675924,"euk",TRUE,50,1
10668,332640072,"euk",TRUE,35,1
10669,593497591,"euk",TRUE,31,1
10670,255669953,"euk",TRUE,43,1
10671,255672756,"euk",TRUE,43,1
10672,255670529,"euk",TRUE,43,1
10673,255678087,"euk",TRUE,33,1
10674,530537136,"euk",TRUE,39,1
10675,213958559,"euk",TRUE,48,1
10676,255672756,"euk",TRUE,36,1
10677,332189094,"euk",TRUE,50,1
10678,586919208,"euk",TRUE,53,1
10679,330250293,"euk",TRUE,42,1
10680,253761954,"euk",TRUE,24,1
10681,255674134,"euk",TRUE,47,1
10682,255672756,"euk",TRUE,38,1
10683,213958550,"euk",TRUE,48,1
10684,255670529,"euk",TRUE,52,1
10685,162697182,"euk",TRUE,51,1
10686,213958555,"euk",TRUE,52,1
10687,255678087,"euk",TRUE,56,1
10688,255677434,"euk",TRUE,38,1
10689,255672756,"euk",TRUE,41,1
10690,253761954,"euk",TRUE,65,1
10691,255674134,"euk",TRUE,32,1
10692,255677434,"euk",TRUE,52,1
10693,255669953,"euk",TRUE,47,1
10694,255678087,"euk",TRUE,48,1
10695,255674134,"euk",TRUE,58,1
10696,586919208,"euk",TRUE,46,1
