"src","src_gi","src_classLabels","mismatch","kDN","group_sampling_id"
130,"363651152","Bacteroidetes/Chlorobi group",TRUE,40,1
131,"345455428","Bacteroidetes/Chlorobi group",TRUE,37,1
132,"436916786","Bacteroidetes/Chlorobi group",TRUE,37,1
133,"392657843","Bacteroidetes/Chlorobi group",TRUE,28,1
134,"148337801","Bacteroidetes/Chlorobi group",TRUE,30,1
135,"388381744","Bacteroidetes/Chlorobi group",TRUE,46,1
136,"596283109","Bacteroidetes/Chlorobi group",TRUE,31,1
137,"390418775","Bacteroidetes/Chlorobi group",TRUE,34,1
138,"379651255","Bacteroidetes/Chlorobi group",TRUE,47,1
139,"359346608","Bacteroidetes/Chlorobi group",TRUE,35,1
140,"563396953","Bacteroidetes/Chlorobi group",TRUE,33,1
141,"507756166","Bacteroidetes/Chlorobi group",TRUE,44,1
142,"298265646","Bacteroidetes/Chlorobi group",TRUE,35,1
143,"598891532","Bacteroidetes/Chlorobi group",TRUE,34,1
144,"567409824","Bacteroidetes/Chlorobi group",TRUE,68,1
145,"482767087","Bacteroidetes/Chlorobi group",TRUE,51,1
146,"523610993","Bacteroidetes/Chlorobi group",TRUE,41,1
147,"373225196","Bacteroidetes/Chlorobi group",TRUE,31,1
148,"596208318","Bacteroidetes/Chlorobi group",TRUE,23,1
149,"572657581","Bacteroidetes/Chlorobi group",TRUE,33,1
150,"409970122","Bacteroidetes/Chlorobi group",TRUE,47,1
151,"325484377","Bacteroidetes/Chlorobi group",TRUE,32,1
152,"314945965","Bacteroidetes/Chlorobi group",TRUE,43,1
153,"312444827","Bacteroidetes/Chlorobi group",TRUE,45,1
154,"383355165","Bacteroidetes/Chlorobi group",TRUE,46,1
155,"336303358","Bacteroidetes/Chlorobi group",TRUE,31,1
156,"336169322","Bacteroidetes/Chlorobi group",TRUE,37,1
157,"373225196","Bacteroidetes/Chlorobi group",TRUE,30,1
158,"596194705","Bacteroidetes/Chlorobi group",TRUE,40,1
159,"336303358","Bacteroidetes/Chlorobi group",TRUE,30,1
160,"345525936","Bacteroidetes/Chlorobi group",TRUE,32,1
161,"332885882","Bacteroidetes/Chlorobi group",TRUE,35,1
162,"596277697","Bacteroidetes/Chlorobi group",TRUE,47,1
163,"332330813","Bacteroidetes/Chlorobi group",TRUE,41,1
164,"149229006","Bacteroidetes/Chlorobi group",TRUE,38,1
165,"282588221","Bacteroidetes/Chlorobi group",TRUE,46,1
166,"404338636","Bacteroidetes/Chlorobi group",TRUE,42,1
167,"371951624","Bacteroidetes/Chlorobi group",TRUE,44,1
168,"52214156","Bacteroidetes/Chlorobi group",TRUE,32,1
169,"373888308","Bacteroidetes/Chlorobi group",TRUE,40,1
170,"314945965","Bacteroidetes/Chlorobi group",TRUE,35,1
171,"301087310","Bacteroidetes/Chlorobi group",TRUE,36,1
172,"684178662","Bacteroidetes/Chlorobi group",TRUE,44,1
173,"409970129","Bacteroidetes/Chlorobi group",TRUE,34,1
174,"222822871","Bacteroidetes/Chlorobi group",TRUE,32,1
175,"183569369","Bacteroidetes/Chlorobi group",TRUE,32,1
176,"480982151","Bacteroidetes/Chlorobi group",TRUE,33,1
177,"91307191","Bacteroidetes/Chlorobi group",TRUE,40,1
178,"222822839","Bacteroidetes/Chlorobi group",TRUE,40,1
179,"345525936","Bacteroidetes/Chlorobi group",TRUE,31,1
180,"404338636","Bacteroidetes/Chlorobi group",TRUE,37,1
181,"373888308","Bacteroidetes/Chlorobi group",TRUE,48,1
182,"355369533","Bacteroidetes/Chlorobi group",TRUE,44,1
183,"404605294","Bacteroidetes/Chlorobi group",TRUE,39,1
184,"567411363","Bacteroidetes/Chlorobi group",TRUE,32,1
185,"123988885","Bacteroidetes/Chlorobi group",TRUE,35,1
186,"512186318","Bacteroidetes/Chlorobi group",TRUE,41,1
187,"183569348","Bacteroidetes/Chlorobi group",TRUE,45,1
188,"378762838","Bacteroidetes/Chlorobi group",TRUE,42,1
189,"567409824","Bacteroidetes/Chlorobi group",TRUE,60,1
190,"596277295","Bacteroidetes/Chlorobi group",TRUE,36,1
191,"355532328","Bacteroidetes/Chlorobi group",TRUE,38,1
192,"480985105","Bacteroidetes/Chlorobi group",TRUE,62,1
193,"339778839","Bacteroidetes/Chlorobi group",TRUE,45,1
194,"512222227","Bacteroidetes/Chlorobi group",TRUE,39,1
195,"339778818","Bacteroidetes/Chlorobi group",TRUE,43,1
196,"482583702","Bacteroidetes/Chlorobi group",TRUE,39,1
197,"371639127","Bacteroidetes/Chlorobi group",TRUE,37,1
198,"123987859","Bacteroidetes/Chlorobi group",TRUE,40,1
199,"392644846","Bacteroidetes/Chlorobi group",TRUE,27,1
200,"339717904","Bacteroidetes/Chlorobi group",TRUE,54,1
201,"388381829","Bacteroidetes/Chlorobi group",TRUE,42,1
202,"397151628","Bacteroidetes/Chlorobi group",TRUE,26,1
203,"405690382","Bacteroidetes/Chlorobi group",TRUE,41,1
204,"392663186","Bacteroidetes/Chlorobi group",TRUE,44,1
205,"572657581","Bacteroidetes/Chlorobi group",TRUE,42,1
206,"397151628","Bacteroidetes/Chlorobi group",TRUE,33,1
207,"596033356","Bacteroidetes/Chlorobi group",TRUE,44,1
208,"339717904","Bacteroidetes/Chlorobi group",TRUE,50,1
209,"482583702","Bacteroidetes/Chlorobi group",TRUE,39,1
210,"318103442","Bacteroidetes/Chlorobi group",TRUE,38,1
211,"339831578","Bacteroidetes/Chlorobi group",TRUE,39,1
212,"323505101","Bacteroidetes/Chlorobi group",TRUE,36,1
213,"390154728","Bacteroidetes/Chlorobi group",TRUE,28,1
214,"371929676","Bacteroidetes/Chlorobi group",TRUE,46,1
215,"406609490","Bacteroidetes/Chlorobi group",TRUE,47,1
216,"123983756","Bacteroidetes/Chlorobi group",TRUE,33,1
217,"563396953","Bacteroidetes/Chlorobi group",TRUE,33,1
218,"481786904","Bacteroidetes/Chlorobi group",TRUE,29,1
219,"596277295","Bacteroidetes/Chlorobi group",TRUE,44,1
220,"371957312","Bacteroidetes/Chlorobi group",TRUE,28,1
221,"312444827","Bacteroidetes/Chlorobi group",TRUE,42,1
222,"409240433","Bacteroidetes/Chlorobi group",TRUE,31,1
223,"328794685","Bacteroidetes/Chlorobi group",TRUE,33,1
224,"397151177","Bacteroidetes/Chlorobi group",TRUE,36,1
225,"595995160","Bacteroidetes/Chlorobi group",TRUE,27,1
226,"481787615","Bacteroidetes/Chlorobi group",TRUE,31,1
453,"364568446","Firmicutes",TRUE,72,1
454,"532369662","Firmicutes",TRUE,36,1
455,"311091860","Firmicutes",TRUE,43,1
456,"582629626","Firmicutes",TRUE,46,1
457,"581991483","Firmicutes",TRUE,37,1
458,"477783546","Firmicutes",TRUE,26,1
459,"344031790","Firmicutes",TRUE,36,1
460,"480984228","Firmicutes",TRUE,46,1
461,"341932553","Firmicutes",TRUE,59,1
462,"56908016","Firmicutes",TRUE,57,1
463,"477754852","Firmicutes",TRUE,28,1
464,"444231411","Firmicutes",TRUE,44,1
465,"507131516","Firmicutes",TRUE,44,1
466,"584761801","Firmicutes",TRUE,29,1
467,"616705376","Firmicutes",TRUE,29,1
468,"586586291","Firmicutes",TRUE,30,1
469,"613234705","Firmicutes",TRUE,25,1
470,"477995006","Firmicutes",TRUE,27,1
471,"587260872","Firmicutes",TRUE,29,1
472,"480705671","Firmicutes",TRUE,51,1
473,"585203964","Firmicutes",TRUE,30,1
474,"581979824","Firmicutes",TRUE,31,1
475,"116094265","Firmicutes",TRUE,29,1
476,"403079470","Firmicutes",TRUE,55,1
477,"582903848","Firmicutes",TRUE,20,1
478,"578361366","Firmicutes",TRUE,38,1
479,"587348040","Firmicutes",TRUE,38,1
480,"526868370","Firmicutes",TRUE,62,1
481,"477822745","Firmicutes",TRUE,65,1
482,"580394389","Firmicutes",TRUE,26,1
483,"486703726","Firmicutes",TRUE,30,1
484,"347582959","Firmicutes",TRUE,61,1
485,"508190758","Firmicutes",TRUE,37,1
486,"478683921","Firmicutes",TRUE,33,1
487,"305390813","Firmicutes",TRUE,43,1
488,"336169380","Firmicutes",TRUE,60,1
489,"581979507","Firmicutes",TRUE,41,1
490,"48093193","Firmicutes",TRUE,53,1
491,"577457247","Firmicutes",TRUE,30,1
492,"395585861","Firmicutes",TRUE,36,1
493,"582042122","Firmicutes",TRUE,25,1
494,"500749259","Firmicutes",TRUE,42,1
495,"586499952","Firmicutes",TRUE,26,1
496,"311090806","Firmicutes",TRUE,38,1
497,"553089679","Firmicutes",TRUE,39,1
498,"599614607","Firmicutes",TRUE,37,1
499,"542041523","Firmicutes",TRUE,53,1
500,"401314241","Firmicutes",TRUE,30,1
501,"500747939","Firmicutes",TRUE,31,1
502,"613003233","Firmicutes",TRUE,33,1
503,"600883391","Firmicutes",TRUE,43,1
504,"586586193","Firmicutes",TRUE,28,1
505,"601511275","Firmicutes",TRUE,26,1
506,"449026629","Firmicutes",TRUE,63,1
507,"315590829","Firmicutes",TRUE,71,1
508,"531659069","Firmicutes",TRUE,32,1
509,"194372824","Firmicutes",TRUE,42,1
510,"478684799","Firmicutes",TRUE,28,1
511,"374074723","Firmicutes",TRUE,41,1
512,"478683993","Firmicutes",TRUE,37,1
513,"581788147","Firmicutes",TRUE,29,1
514,"582864521","Firmicutes",TRUE,26,1
515,"478684366","Firmicutes",TRUE,23,1
516,"601313778","Firmicutes",TRUE,69,1
517,"478684335","Firmicutes",TRUE,43,1
518,"632079399","Firmicutes",TRUE,37,1
519,"582121895","Firmicutes",TRUE,30,1
520,"449254428","Firmicutes",TRUE,49,1
521,"581991765","Firmicutes",TRUE,27,1
522,"228786368","Firmicutes",TRUE,39,1
523,"593710103","Firmicutes",TRUE,24,1
524,"581981779","Firmicutes",TRUE,27,1
525,"582118079","Firmicutes",TRUE,31,1
526,"618842372","Firmicutes",TRUE,29,1
527,"587349043","Firmicutes",TRUE,34,1
528,"611709914","Firmicutes",TRUE,46,1
529,"482578378","Firmicutes",TRUE,64,1
530,"386808189","Firmicutes",TRUE,38,1
531,"553089725","Firmicutes",TRUE,26,1
532,"584605778","Firmicutes",TRUE,48,1
533,"579207936","Firmicutes",TRUE,29,1
534,"514547600","Firmicutes",TRUE,37,1
535,"580737645","Firmicutes",TRUE,22,1
536,"579784317","Firmicutes",TRUE,32,1
537,"616180057","Firmicutes",TRUE,54,1
538,"600125852","Firmicutes",TRUE,19,1
539,"544621379","Firmicutes",TRUE,59,1
540,"514932519","Firmicutes",TRUE,46,1
541,"377755607","Firmicutes",TRUE,20,1
542,"478684335","Firmicutes",TRUE,27,1
543,"584303339","Firmicutes",TRUE,30,1
544,"371985774","Firmicutes",TRUE,33,1
545,"611667603","Firmicutes",TRUE,44,1
546,"299886680","Firmicutes",TRUE,39,1
547,"577334420","Firmicutes",TRUE,17,1
548,"580945975","Firmicutes",TRUE,21,1
549,"394238456","Firmicutes",TRUE,39,1
550,"579947810","Firmicutes",TRUE,29,1
551,"353807363","Firmicutes",TRUE,49,1
552,"578673586","Firmicutes",TRUE,25,1
553,"580124992","Firmicutes",TRUE,28,1
554,"404237805","Firmicutes",TRUE,48,1
555,"582677061","Firmicutes",TRUE,22,1
556,"578398871","Firmicutes",TRUE,27,1
557,"612859481","Firmicutes",TRUE,30,1
558,"583012685","Firmicutes",TRUE,26,1
559,"404438823","Firmicutes",TRUE,34,1
560,"580297803","Firmicutes",TRUE,32,1
561,"588039685","Firmicutes",TRUE,37,1
562,"587216267","Firmicutes",TRUE,29,1
563,"633268000","Firmicutes",TRUE,32,1
564,"618766790","Firmicutes",TRUE,27,1
565,"616194969","Firmicutes",TRUE,39,1
566,"500348601","Firmicutes",TRUE,38,1
567,"581995704","Firmicutes",TRUE,34,1
568,"531493055","Firmicutes",TRUE,29,1
569,"500757564","Firmicutes",TRUE,38,1
570,"616513733","Firmicutes",TRUE,31,1
571,"581996689","Firmicutes",TRUE,46,1
572,"480989600","Firmicutes",TRUE,59,1
573,"618843295","Firmicutes",TRUE,32,1
574,"404278796","Firmicutes",TRUE,29,1
575,"600714561","Firmicutes",TRUE,22,1
576,"478685137","Firmicutes",TRUE,25,1
577,"218540569","Firmicutes",TRUE,40,1
578,"581994433","Firmicutes",TRUE,38,1
579,"499163108","Firmicutes",TRUE,51,1
580,"449164279","Firmicutes",TRUE,54,1
581,"499159190","Firmicutes",TRUE,45,1
582,"74487748","Firmicutes",TRUE,40,1
583,"616874016","Firmicutes",TRUE,29,1
584,"471340032","Firmicutes",TRUE,43,1
585,"182378742","Firmicutes",TRUE,27,1
586,"401249235","Firmicutes",TRUE,25,1
587,"618802474","Firmicutes",TRUE,19,1
588,"581993162","Firmicutes",TRUE,29,1
589,"588210835","Firmicutes",TRUE,29,1
590,"586586718","Firmicutes",TRUE,31,1
591,"611631608","Firmicutes",TRUE,31,1
592,"585050990","Firmicutes",TRUE,26,1
593,"601306733","Firmicutes",TRUE,39,1
594,"430546237","Firmicutes",TRUE,38,1
595,"582050789","Firmicutes",TRUE,43,1
596,"500754322","Firmicutes",TRUE,26,1
597,"228652040","Firmicutes",TRUE,38,1
598,"581988254","Firmicutes",TRUE,26,1
599,"486862831","Firmicutes",TRUE,30,1
600,"581202998","Firmicutes",TRUE,39,1
601,"600260784","Firmicutes",TRUE,29,1
602,"611642913","Firmicutes",TRUE,36,1
603,"616217460","Firmicutes",TRUE,35,1
604,"580351886","Firmicutes",TRUE,41,1
605,"125712750","Firmicutes",TRUE,49,1
606,"581393125","Firmicutes",TRUE,26,1
607,"581526555","Firmicutes",TRUE,40,1
608,"430557334","Firmicutes",TRUE,58,1
609,"388464135","Firmicutes",TRUE,65,1
610,"585216776","Firmicutes",TRUE,38,1
611,"600837355","Firmicutes",TRUE,21,1
612,"600843955","Firmicutes",TRUE,29,1
613,"570296762","Firmicutes",TRUE,30,1
614,"332679093","Firmicutes",TRUE,57,1
615,"410999033","Firmicutes",TRUE,23,1
616,"610819463","Firmicutes",TRUE,27,1
617,"586499132","Firmicutes",TRUE,33,1
618,"487063278","Firmicutes",TRUE,42,1
619,"243081903","Firmicutes",TRUE,24,1
620,"379562601","Firmicutes",TRUE,48,1
621,"330684229","Firmicutes",TRUE,29,1
622,"312974552","Firmicutes",TRUE,72,1
623,"581980946","Firmicutes",TRUE,33,1
624,"359823987","Firmicutes",TRUE,36,1
625,"580596950","Firmicutes",TRUE,28,1
626,"581977467","Firmicutes",TRUE,32,1
627,"20520073","Firmicutes",TRUE,24,1
628,"410591434","Firmicutes",TRUE,29,1
629,"565673201","Firmicutes",TRUE,59,1
630,"579568711","Firmicutes",TRUE,28,1
631,"379569662","Firmicutes",TRUE,34,1
632,"523401877","Firmicutes",TRUE,50,1
633,"477801563","Firmicutes",TRUE,33,1
634,"500762366","Firmicutes",TRUE,38,1
635,"587512999","Firmicutes",TRUE,25,1
636,"299782685","Firmicutes",TRUE,51,1
637,"512139305","Firmicutes",TRUE,34,1
638,"531814884","Firmicutes",TRUE,43,1
639,"599738116","Firmicutes",TRUE,34,1
640,"584303358","Firmicutes",TRUE,21,1
641,"601154716","Firmicutes",TRUE,68,1
642,"601230938","Firmicutes",TRUE,23,1
643,"402949134","Firmicutes",TRUE,39,1
644,"480989462","Firmicutes",TRUE,67,1
645,"611564581","Firmicutes",TRUE,58,1
646,"391353422","Firmicutes",TRUE,67,1
647,"401314265","Firmicutes",TRUE,31,1
648,"332313396","Firmicutes",TRUE,41,1
649,"582279345","Firmicutes",TRUE,45,1
650,"582120816","Firmicutes",TRUE,25,1
651,"565623792","Firmicutes",TRUE,67,1
652,"531692768","Firmicutes",TRUE,29,1
653,"227859261","Firmicutes",TRUE,32,1
654,"600125852","Firmicutes",TRUE,30,1
655,"612737718","Firmicutes",TRUE,23,1
656,"600517759","Firmicutes",TRUE,29,1
657,"580249494","Firmicutes",TRUE,41,1
658,"583119662","Firmicutes",TRUE,35,1
659,"581987216","Firmicutes",TRUE,23,1
660,"575868106","Firmicutes",TRUE,41,1
661,"584670007","Firmicutes",TRUE,34,1
662,"600009529","Firmicutes",TRUE,24,1
663,"511181929","Firmicutes",TRUE,42,1
664,"581865456","Firmicutes",TRUE,25,1
665,"336017314","Firmicutes",TRUE,53,1
666,"578615713","Firmicutes",TRUE,33,1
667,"580670852","Firmicutes",TRUE,38,1
668,"582112348","Firmicutes",TRUE,27,1
669,"600914905","Firmicutes",TRUE,33,1
670,"612595467","Firmicutes",TRUE,37,1
671,"444473524","Firmicutes",TRUE,39,1
672,"593463933","Firmicutes",TRUE,19,1
673,"304652326","Firmicutes",TRUE,40,1
674,"607840342","Firmicutes",TRUE,72,1
675,"385378433","Firmicutes",TRUE,31,1
676,"581999779","Firmicutes",TRUE,26,1
677,"586566671","Firmicutes",TRUE,30,1
678,"581826943","Firmicutes",TRUE,31,1
679,"537156729","Proteobacteria",TRUE,11,1
680,"363718525","Proteobacteria",TRUE,35,1
681,"606516628","Proteobacteria",TRUE,22,1
682,"480991079","Proteobacteria",TRUE,56,1
683,"410190578","Proteobacteria",TRUE,50,1
684,"428925288","Proteobacteria",TRUE,41,1
685,"523396050","Proteobacteria",TRUE,20,1
686,"485340050","Proteobacteria",TRUE,23,1
687,"364161234","Proteobacteria",TRUE,41,1
688,"523833601","Proteobacteria",TRUE,33,1
689,"480045776","Proteobacteria",TRUE,50,1
690,"576882314","Proteobacteria",TRUE,16,1
691,"480989837","Proteobacteria",TRUE,34,1
692,"636484733","Proteobacteria",TRUE,22,1
693,"604107515","Proteobacteria",TRUE,20,1
694,"535735543","Proteobacteria",TRUE,32,1
695,"381337457","Proteobacteria",TRUE,47,1
696,"578211312","Proteobacteria",TRUE,47,1
697,"606685225","Proteobacteria",TRUE,18,1
698,"585635255","Proteobacteria",TRUE,61,1
699,"477475138","Proteobacteria",TRUE,33,1
700,"630587998","Proteobacteria",TRUE,40,1
701,"553631281","Proteobacteria",TRUE,68,1
702,"477209579","Proteobacteria",TRUE,32,1
703,"408542168","Proteobacteria",TRUE,62,1
704,"390671891","Proteobacteria",TRUE,30,1
705,"540313678","Proteobacteria",TRUE,42,1
706,"408707538","Proteobacteria",TRUE,42,1
707,"391366808","Proteobacteria",TRUE,24,1
708,"482580480","Proteobacteria",TRUE,63,1
709,"555009904","Proteobacteria",TRUE,54,1
710,"636484883","Proteobacteria",TRUE,31,1
711,"606854840","Proteobacteria",TRUE,44,1
712,"480982393","Proteobacteria",TRUE,49,1
713,"311217923","Proteobacteria",TRUE,67,1
714,"636484684","Proteobacteria",TRUE,55,1
715,"608129551","Proteobacteria",TRUE,29,1
716,"386165155","Proteobacteria",TRUE,22,1
717,"390737632","Proteobacteria",TRUE,35,1
718,"444764753","Proteobacteria",TRUE,52,1
719,"400335621","Proteobacteria",TRUE,60,1
720,"386301616","Proteobacteria",TRUE,47,1
721,"576326305","Proteobacteria",TRUE,61,1
722,"381156225","Proteobacteria",TRUE,55,1
723,"221236869","Proteobacteria",TRUE,20,1
724,"636120875","Proteobacteria",TRUE,59,1
725,"583952987","Proteobacteria",TRUE,17,1
726,"576881602","Proteobacteria",TRUE,13,1
727,"397728271","Proteobacteria",TRUE,33,1
728,"485286056","Proteobacteria",TRUE,19,1
729,"595237110","Proteobacteria",TRUE,47,1
730,"540183844","Proteobacteria",TRUE,47,1
731,"448310690","Proteobacteria",TRUE,54,1
