file;contig;length;GC
/home/macha/Louisa/datasets/archea/170933697.fa;gi|170933697|gb|CP001014.1| Thermoproteus neutrophilus V24Sta, complete genome;1769823;59.9106238307
/home/macha/Louisa/datasets/archea/18308975.fa;gi|18308975|gb|AE009441.1| Pyrobaculum aerophilum str. IM2, complete genome;2222430;51.3625176046
/home/macha/Louisa/datasets/archea/18980902.fa;gi|18980902|gb|AE009950.1| Pyrococcus furiosus DSM 3638, complete genome;1908256;40.7698967015
/home/macha/Louisa/datasets/archea/19913449.fa;gi|19913449|gb|AE009439.1| Methanopyrus kandleri AV19, complete genome;1694969;61.1591716427
/home/macha/Louisa/datasets/archea/19918815.fa;gi|19918815|gb|AE010299.1| Methanosarcina acetivorans str. C2A, complete genome;5751492;42.6808904542
/home/macha/Louisa/datasets/archea/20986624.fa;gi|20986624|gb|AE008384.1| Methanosarcina mazei strain Goe1, complete genome;4096345;41.484909108
/home/macha/Louisa/datasets/archea/212008101.fa;gi|212008101|gb|CP000855.1| Thermococcus onnurineus NA1, complete genome;1847607;51.2727003091
/home/macha/Louisa/datasets/archea/218764930.fa;gi|218764930|gb|CP001140.1| Desulfurococcus kamchatkensis 1221n, complete genome;1365223;45.3391130973
/home/macha/Louisa/datasets/archea/219544946.fa;gi|219544946|gb|CP001338.1| Candidatus Methanosphaerula palustris E1-9c, complete genome;2922917;55.3536757972
/home/macha/Louisa/datasets/archea/227455467.fa;gi|227455467|gb|CP001399.1| Sulfolobus islandicus L.S.2.15, complete genome;2736272;35.1110196647
/home/macha/Louisa/datasets/archea/227458206.fa;gi|227458206|gb|CP001400.1| Sulfolobus islandicus M.14.25, complete genome;2608832;35.0995004661
/home/macha/Louisa/datasets/archea/228008532.fa;gi|228008532|gb|CP001403.1| Sulfolobus islandicus Y.G.57.14, complete genome;2702058;35.3853618242
/home/macha/Louisa/datasets/archea/228018622.fa;gi|228018622|gb|CP001401.1| Sulfolobus islandicus M.16.27, complete genome;2692402;35.0097050886
/home/macha/Louisa/datasets/archea/238379548.fa;gi|238379548|gb|CP001402.1| Sulfolobus islandicus M.16.4, complete genome;2586647;35.0022635481
/home/macha/Louisa/datasets/archea/239909610.fa;gi|239909610|gb|CP001398.1| Thermococcus gammatolerans EJ3, complete genome;2045438;53.5614865862
/home/macha/Louisa/datasets/archea/242264390.fa;gi|242264390|gb|CP001463.1| Thermococcus sibiricus MM 739, complete genome;1845800;40.201267743
/home/macha/Louisa/datasets/archea/25307963.fa;gi|25307963|gb|AE006641.1| Sulfolobus solfataricus P2, complete genome;2992245;35.787176518
/home/macha/Louisa/datasets/archea/256689853.fa;gi|256689853|gb|CP001687.1| Halorhabdus utahensis DSM 12940, complete genome;3116795;62.8999661511
/home/macha/Louisa/datasets/archea/261600703.fa;gi|261600703|gb|CP001800.1| Sulfolobus solfataricus 98/2, complete genome;2668974;35.825152287
/home/macha/Louisa/datasets/archea/282154984.fa;gi|282154984|dbj|AP011532.1| Methanocella paludicola SANAE DNA, complete genome;2957635;54.9168846054
/home/macha/Louisa/datasets/archea/288541968.fa;gi|288541968|gb|CP001719.1| Methanobrevibacter ruminantium M1, complete genome;2937203;32.6409853183
/home/macha/Louisa/datasets/archea/288892655.fa;gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome;2196266;44.1354098274
/home/macha/Louisa/datasets/archea/289533465.fa;gi|289533465|gb|CP001941.1| Aciduliprofundum boonei T469, complete genome;1486778;39.1579644036
/home/macha/Louisa/datasets/archea/292665689.fa;gi|292665689|gb|CP001994.1| Methanohalophilus mahii DSM 5219, complete genome;2012424;42.6182057062
/home/macha/Louisa/datasets/archea/295433502.fa;gi|295433502|gb|CP002009.1| Methanocaldococcus infernus ME, complete genome;1328194;33.6185075373
/home/macha/Louisa/datasets/archea/296094332.fa;gi|296094332|gb|CP001939.1| Thermosphaera aggregans DSM 11486, complete genome;1316595;46.7343412363
/home/macha/Louisa/datasets/archea/297254944.fa;gi|297254944|gb|CP002051.1| Staphylothermus hellenicus DSM 12710, complete genome;1580347;36.8383019679
/home/macha/Louisa/datasets/archea/297377505.fa;gi|297377505|gb|CP002057.1| Methanococcus voltae A3, complete genome;1936387;28.5945939526
/home/macha/Louisa/datasets/archea/302328214.fa;gi|302328214|gb|CP001742.1| Acidilobus saccharovorans 345-15, complete genome;1496453;57.2173666664
/home/macha/Louisa/datasets/archea/30407158.fa;gi|30407158|emb|AL139299.1| Thermoplasma acidophilum DSM 1728 complete genome;1564906;45.9943919954
/home/macha/Louisa/datasets/archea/304377014.fa;gi|304377014|gb|CP002098.1| Ignisphaera aggregans DSM 17230, complete genome;1875953;35.686555047
/home/macha/Louisa/datasets/archea/307155401.fa;gi|307155401|gb|CP002117.1| Methanoplanus petrolearius DSM 11571, complete genome;2843290;47.3991748995
/home/macha/Louisa/datasets/archea/307549350.fa;gi|307549350|gb|CP002100.1| Vulcanisaeta distributa DSM 14429, complete genome;2374137;45.4277069942
/home/macha/Louisa/datasets/archea/311223949.fa;gi|311223949|gb|CP002278.1| Methanothermus fervidus DSM 2088, complete genome;1243342;31.6369912703
/home/macha/Louisa/datasets/archea/319752561.fa;gi|319752561|gb|CP002363.1| Desulfurococcus mucosus DSM 2162, complete genome;1314639;53.1416609427
/home/macha/Louisa/datasets/archea/323473489.fa;gi|323473489|gb|CP002425.1| Sulfolobus islandicus REY15A, complete genome;2522992;35.3077615783
/home/macha/Louisa/datasets/archea/323476134.fa;gi|323476134|gb|CP002426.1| Sulfolobus islandicus HVE10/4, complete genome;2655201;35.1481865215
/home/macha/Louisa/datasets/archea/323706731.fa;gi|323706731|gb|CP002529.1| Vulcanisaeta moutnovskia 768-28, complete genome;2298983;42.3870032967
/home/macha/Louisa/datasets/archea/325329191.fa;gi|325329191|gb|CP002551.1| Methanobacterium sp. AL-21, complete genome;2583753;35.8286569962
/home/macha/Louisa/datasets/archea/326946401.fa;gi|326946401|gb|CP002590.1| Thermoproteus uzoniensis 768-20, complete genome;1936063;59.6550835381
/home/macha/Louisa/datasets/archea/327315428.fa;gi|327315428|gb|CP002588.1| Archaeoglobus veneficus SNP6, complete genome;1901943;47.0489914787
/home/macha/Louisa/datasets/archea/329566006.fa;gi|329566006|gb|CP002656.1| Metallosphaera cuprina Ar-4, complete genome;1840348;41.9945575511
/home/macha/Louisa/datasets/archea/331033106.fa;gi|331033106|gb|CP002670.1| Pyrococcus sp. NA2, complete genome;1861320;42.7402596007
/home/macha/Louisa/datasets/archea/332693428.fa;gi|332693428|gb|CP002535.1| Acidianus hospitalis W1, complete genome;2137654;34.1481362278
/home/macha/Louisa/datasets/archea/333750483.fa;gi|333750483|gb|CP002737.1| Methanotorris igneus Kol 5, complete genome;1854197;32.2999120374
/home/macha/Louisa/datasets/archea/333824386.fa;gi|333824386|gb|CP002772.1| Methanobacterium sp. SWAN-1, complete genome;2546541;35.7317632035
/home/macha/Louisa/datasets/archea/334899445.fa;gi|334899445|gb|CP002779.1| Pyrococcus yayanosii CH1, complete genome;1716818;51.6375061305
/home/macha/Louisa/datasets/archea/335929340.fa;gi|335929340|gb|CP002101.1| Methanosalsum zhilinae DSM 4017, complete genome;2138444;39.1560405603
/home/macha/Louisa/datasets/archea/339903450.fa;gi|339903450|gb|CP002913.1| Methanococcus maripaludis X1, complete genome;1746697;32.9406874804
/home/macha/Louisa/datasets/archea/340808746.fa;gi|340808746|gb|CP002920.1| Thermococcus sp. 4557, complete genome;2011320;56.0787940258
/home/macha/Louisa/datasets/archea/343459436.fa;gi|343459436|gb|CP002838.1| Pyrolobus fumarii 1A, complete genome;1843267;54.9041457369
/home/macha/Louisa/datasets/archea/343484215.fa;gi|343484215|dbj|BA000048.1| Candidatus Caldiarchaeum subterraneum DNA, complete genome, from subsurface mine microbial mat;1680938;51.64967417
/home/macha/Louisa/datasets/archea/345650501.fa;gi|345650501|gb|CP002952.1| Thermococcus sp. AM4, complete genome;2086428;54.7809941201
/home/macha/Louisa/datasets/archea/350274033.fa;gi|350274033|emb|FN869859.1| Thermoproteus tenax Kra 1, complete genome;1841542;55.1282566458
/home/macha/Louisa/datasets/archea/356640791.fa;gi|356640791|gb|CP003098.1| Pyrobaculum sp. 1860, complete genome;2467972;56.9668132378
/home/macha/Louisa/datasets/archea/379319823.fa;gi|379319823|gb|CP003243.1| Methanocella conradii HZ254, complete genome;2378438;52.7402017627
/home/macha/Louisa/datasets/archea/388248755.fa;gi|388248755|gb|CP003534.1| Pyrococcus sp. ST04, complete genome;1736885;42.2933009382
/home/macha/Louisa/datasets/archea/388525227.fa;gi|388525227|gb|CP003531.1| Thermogladius cellulolyticus 1633, complete genome;1356318;55.6411549504
/home/macha/Louisa/datasets/archea/390190859.fa;gi|390190859|gb|CP003321.1| Desulfurococcus fermentans DSM 16532, complete genome;1384116;44.8287571273
/home/macha/Louisa/datasets/archea/390518484.fa;gi|390518484|gb|CP003651.1| Thermococcus sp. CL1, complete genome;1950313;55.8175021138
/home/macha/Louisa/datasets/archea/393188278.fa;gi|393188278|gb|CP003685.1| Pyrococcus furiosus COM1, complete genome;1909827;40.786888027
/home/macha/Louisa/datasets/archea/396937668.fa;gi|396937668|emb|HE964772.1| Methanoculleus bourgensis MS2 complete genome;2789773;60.6400233998
/home/macha/Louisa/datasets/archea/407045174.fa;gi|407045174|gb|CP003842.1| Candidatus Nitrosopumilus koreensis AR1, complete genome;1639964;34.1831893871
/home/macha/Louisa/datasets/archea/407047065.fa;gi|407047065|gb|CP003843.1| Candidatus Nitrosopumilus sp. AR2, complete genome;1690905;33.5886995426
/home/macha/Louisa/datasets/archea/408363220.fa;gi|408363220|gb|CP002408.1| Candidatus Nitrososphaera gargensis Ga9.2, complete genome;2833868;48.3472060096
/home/macha/Louisa/datasets/archea/409168338.fa;gi|409168338|gb|CP003083.1| Methanolobus psychrophilus R15, complete genome;3072769;44.610870521
/home/macha/Louisa/datasets/archea/429132784.fa;gi|429132784|gb|CP003378.1| Caldisphaera lagunensis DSM 15908, complete genome;1546846;30.0340176074
/home/macha/Louisa/datasets/archea/429134263.fa;gi|429134263|gb|CP003377.1| Natronobacterium gregoryi SP2, complete genome;3788356;62.2355185204
/home/macha/Louisa/datasets/archea/432134635.fa;gi|432134635|gb|CP003168.1| Aciduliprofundum sp. MAR08-339, complete genome;1437090;44.1294560536
/home/macha/Louisa/datasets/archea/432136161.fa;gi|432136161|gb|CP003167.1| Methanoregula formicicum SMSP, complete genome;2820858;55.1959368391
/home/macha/Louisa/datasets/archea/433288832.fa;gi|433288832|gb|CP003050.1| Halovivax ruber XH-70, complete genome;3223876;64.3360352569
/home/macha/Louisa/datasets/archea/449034555.fa;gi|449034555|gb|CP002817.1| Sulfolobus acidocaldarius N8, complete genome;2176362;36.6677050969
/home/macha/Louisa/datasets/archea/449036831.fa;gi|449036831|gb|CP002818.1| Sulfolobus acidocaldarius Ron12/I, complete genome;2223983;36.7067554024
/home/macha/Louisa/datasets/archea/45050763.fa;gi|45050763|emb|BX950229.1| Methanococcus maripaludis strain S2, complete sequence;1661137;33.1003403091
/home/macha/Louisa/datasets/archea/452081962.fa;gi|452081962|emb|HF582854.1| Natronomonas moolapensis 8.8.11 complete genome;2912573;64.5258333439
/home/macha/Louisa/datasets/archea/452098521.fa;gi|452098521|gb|CP004144.1| Methanosarcina mazei Tuc01, complete genome;3427949;42.4780532032
/home/macha/Louisa/datasets/archea/47118297.fa;gi|47118297|dbj|BA000001.2| Pyrococcus horikoshii OT3 DNA, complete genome;1738505;41.8789707248
/home/macha/Louisa/datasets/archea/47118305.fa;gi|47118305|dbj|BA000023.2| Sulfolobus tokodaii str. 7 DNA, complete genome;2694756;32.7867161257
/home/macha/Louisa/datasets/archea/47118327.fa;gi|47118327|dbj|BA000011.4| Thermoplasma volcanium GSS1 DNA, complete genome;1584804;39.9185009629
/home/macha/Louisa/datasets/archea/472831278.fa;gi|472831278|gb|CP002916.1| Thermoplasmatales archaeon BRNA1, complete genome;1461105;58.3029967045
/home/macha/Louisa/datasets/archea/478752909.fa;gi|478752909|gb|CP003928.1| Sulfolobus islandicus LAL14/1, complete genome;2465177;35.1421419233
/home/macha/Louisa/datasets/archea/48429720.fa;gi|48429720|gb|AE017261.1| Picrophilus torridus DSM 9790, complete genome;1545895;35.9704248995
/home/macha/Louisa/datasets/archea/484591393.fa;gi|484591393|gb|CP005290.1| Archaeoglobus sulfaticallidus PM70-1, complete genome;2076931;43.2389906068
/home/macha/Louisa/datasets/archea/507914357.fa;gi|507914357|gb|CP005962.1| Salinarchaeum sp. Harcht-Bsk1, complete genome;3255260;66.5859869872
/home/macha/Louisa/datasets/archea/509083678.fa;gi|509083678|gb|CP004050.1| Methanobrevibacter sp. AbM4, complete genome;1998189;29.0385944473
/home/macha/Louisa/datasets/archea/514836902.fa;gi|514836902|gb|CP004145.1| Ferroplasma acidarmanus fer1, complete genome;1935211;36.4657910688
/home/macha/Louisa/datasets/archea/530453586.fa;gi|530453586|gb|CP006646.1| Thermofilum sp. 1910b, complete genome;1750259;46.5062599307
/home/macha/Louisa/datasets/archea/530455483.fa;gi|530455483|gb|CP006670.1| Thermococcus litoralis DSM 5473, complete genome;2215172;43.0871733662
/home/macha/Louisa/datasets/archea/547221229.fa;gi|547221229|dbj|AP012489.1| Aeropyrum camini SY1 = JCM 12091 DNA, complete genome;1595994;56.7320428523
/home/macha/Louisa/datasets/archea/57158259.fa;gi|57158259|dbj|AP006878.1| Thermococcus kodakarensis KOD1 DNA, complete genome;2088737;51.9954881826
/home/macha/Louisa/datasets/archea/6626247.fa;gi|6626247|gb|AE000782.1| Archaeoglobus fulgidus DSM 4304, complete genome;2178400;48.5816654425
/home/macha/Louisa/datasets/archea/6626257.fa;gi|6626257|gb|AE000666.1| Methanothermobacter thermautotrophicus str. Delta H, complete genome;1751377;49.5439302903
/home/macha/Louisa/datasets/archea/68566501.fa;gi|68566501|gb|CP000077.1| Sulfolobus acidocaldarius DSM 639, complete genome;2225959;36.7075943447
/home/macha/Louisa/datasets/archea/84372150.fa;gi|84372150|gb|CP000102.1| Methanosphaera stadtmanae DSM 3091, complete genome;1767403;27.6337088938
/home/macha/Louisa/datasets/archea/88186784.fa;gi|88186784|gb|CP000254.1| Methanospirillum hungatei JF-1, complete genome;3544738;45.1490349921
/home/macha/Louisa/datasets/archea/Afulgidus.fa;gi|6626247|gb|AE000782.1| Archaeoglobus fulgidus DSM 4304, complete genome;2178400;48.5816654425
/home/macha/Louisa/datasets/archea/Aprofundus.fa;gi|284011125|gb|CP001857.1| Archaeoglobus profundus DSM 5631, complete genome;1560622;42.0084427876
/home/macha/Louisa/datasets/archea/Aveneficus.fa;gi|327315428|gb|CP002588.1| Archaeoglobus veneficus SNP6, complete genome;1901943;47.0489914787
/home/macha/Louisa/datasets/archea/Fplacidus.fa;gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome;2196266;44.1354098274
/home/macha/Louisa/datasets/archea/Kcryptofilum.fa;gi|170289627|ref|NC_010482.1| Candidatus Korarchaeum cryptofilum OPF8 chromosome, complete genome;1590757;49.0006958951
/home/macha/Louisa/datasets/archea/Mmaripaludis.fa;gi|150401930|ref|NC_009637.1| Methanococcus maripaludis C7 chromosome, complete genome;1772694;33.284424723
/home/macha/Louisa/datasets/archea/Nmaritimus.fa;gi|161527512|ref|NC_010085.1| Nitrosopumilus maritimus SCM1 chromosome, complete genome;1645259;34.1675079729
/home/macha/Louisa/datasets/archea/Sacidocaldarius.fa;gi|68566501|gb|CP000077.1| Sulfolobus acidocaldarius DSM 639, complete genome;2225959;36.7075943447
/home/macha/Louisa/datasets/archea/Sislandicus.fa;gi|323473489|gb|CP002425.1| Sulfolobus islandicus REY15A, complete genome;2522992;35.3077615783
/home/macha/Louisa/datasets/plants/Atauschii.fasta;gi|475628045|gb|KD499222.1| Aegilops tauschii cultivar AL8/78 unplaced genomic scaffold Scaffold1, whole genome shotgun sequence;85651;35.9050098656
/home/macha/Louisa/datasets/plants/Atauschii.fasta;gi|475628039|gb|KD499227.1| Aegilops tauschii cultivar AL8/78 unplaced genomic scaffold Scaffold6, whole genome shotgun sequence;71030;38.449950725
/home/macha/Louisa/datasets/plants/Atauschii.fasta;gi|475628038|gb|KD499228.1| Aegilops tauschii cultivar AL8/78 unplaced genomic scaffold Scaffold7, whole genome shotgun sequence;134982;39.8527211036
/home/macha/Louisa/datasets/plants/Atauschii.fasta;gi|475628033|gb|KD499232.1| Aegilops tauschii cultivar AL8/78 unplaced genomic scaffold Scaffold11, whole genome shotgun sequence;142870;33.3163015329
/home/macha/Louisa/datasets/plants/Atauschii.fasta;gi|475628029|gb|KD499235.1| Aegilops tauschii cultivar AL8/78 unplaced genomic scaffold Scaffold14, whole genome shotgun sequence;106528;28.8590793031
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|332189094|gb|CP002684.1| Arabidopsis thaliana chromosome 1, complete sequence;30427671;35.6798750716
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|330250293|gb|CP002685.1| Arabidopsis thaliana chromosome 2, complete sequence;19698289;35.8596728883
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|332640072|gb|CP002686.1| Arabidopsis thaliana chromosome 3, complete sequence;23459830;36.3218233039
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|332656411|gb|CP002687.1| Arabidopsis thaliana chromosome 4, complete genome;18585056;36.198115303
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|332002898|gb|CP002688.1| Arabidopsis thaliana chromosome 5, complete sequence;26975502;35.9252331986
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|49256807|emb|Y08501.2| Arabidopsis thaliana mitochondrial genome;366924;44.7694890495
/home/macha/Louisa/datasets/plants/Athaliana.fasta;gi|5881673|dbj|AP000423.1| Arabidopsis thaliana chloroplast DNA, complete genome, ecotype: Columbia;154478;36.2938411942
/home/macha/Louisa/datasets/plants/Eguineensis.fasta;gi|530537136|gb|CM002084.1| Elaeis guineensis chromosome 4, whole genome shotgun sequence;57251647;27.93563476
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351648213|gb|CM001231.1| Magnaporthe oryzae 70-15 chromosome 1, whole genome shotgun sequence;7978604;51.1654921086
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351645597|gb|CM001232.1| Magnaporthe oryzae 70-15 chromosome 2, whole genome shotgun sequence;8319966;51.8055722824
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351643494|gb|CM001233.1| Magnaporthe oryzae 70-15 chromosome 3, whole genome shotgun sequence;6606598;51.5492996547
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351641698|gb|CM001234.1| Magnaporthe oryzae 70-15 chromosome 4, whole genome shotgun sequence;5546968;51.80841137
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351640227|gb|CM001235.1| Magnaporthe oryzae 70-15 chromosome 5, whole genome shotgun sequence;4490059;51.8912335005
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351638913|gb|CM001236.1| Magnaporthe oryzae 70-15 chromosome 6, whole genome shotgun sequence;4133993;51.596144454
/home/macha/Louisa/datasets/plants/Moryzae.fasta;gi|351637849|gb|CM001237.1| Magnaporthe oryzae 70-15 chromosome 7, whole genome shotgun sequence;3415785;51.2535771426
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255672756|dbj|AP008207.2| Oryza sativa Japonica Group DNA, chromosome 1, complete sequence, cultivar: Nipponbare;45064769;42.0294443316
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255670529|dbj|AP008208.2| Oryza sativa Japonica Group DNA, chromosome 2, complete sequence, cultivar: Nipponbare;36823111;42.3140999684
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255674134|dbj|AP008209.2| Oryza sativa Japonica Group DNA, chromosome 3, complete sequence, cultivar: Nipponbare;37257345;42.5881124916
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255675107|dbj|AP008210.2| Oryza sativa Japonica Group DNA, chromosome 4, complete sequence, cultivar: Nipponbare;35863200;43.6589763323
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255675924|dbj|AP008211.2| Oryza sativa Japonica Group DNA, chromosome 5, complete sequence, cultivar: Nipponbare;30039014;43.6946698717
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255676632|dbj|AP008212.2| Oryza sativa Japonica Group DNA, chromosome 6, complete sequence, cultivar: Nipponbare;32124789;42.3940683315
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255677434|dbj|AP008213.2| Oryza sativa Japonica Group DNA, chromosome 7, complete sequence, cultivar: Nipponbare;30357780;42.5944716643
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255678087|dbj|AP008214.2| Oryza sativa Japonica Group DNA, chromosome 8, complete sequence, cultivar: Nipponbare;28530027;43.2449012404
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255678666|dbj|AP008215.2| Oryza sativa Japonica Group DNA, chromosome 9, complete sequence, cultivar: Nipponbare;23843360;41.8710659907
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255679158|dbj|AP008216.2| Oryza sativa Japonica Group DNA, chromosome 10, complete sequence, cultivar: Nipponbare;23661561;42.0897125088
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255679674|dbj|AP008217.2| Oryza sativa Japonica Group DNA, chromosome 11, complete sequence, cultivar: Nipponbare;30828668;39.6178388246
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|255669953|dbj|AP008218.2| Oryza sativa Japonica Group DNA, chromosome 12, complete sequence, cultivar: Nipponbare;27757321;42.7738037111
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|11957|emb|X15901.1| Oryza sativa Japonica Group chloroplast genome;134525;38.9860620702
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|47118326|dbj|BA000029.3| Oryza sativa Japonica Group mitochondrial DNA, complete genome;490520;43.8522384408
/home/macha/Louisa/datasets/plants/Osativa.fasta;gi|344018|dbj|D00293.1|RICMTB1 Oryza sativa mitochondrial plasmid-like gene (B1) for 2 ORFs, complete cds;2135;44.168618267
/home/macha/Louisa/datasets/viruses/10140926.fa;gi|10140926|ref|NC_002531.1| Alcelaphine herpesvirus 1, complete genome;130608;46.1732818817
/home/macha/Louisa/datasets/viruses/10257473.fa;gi|10257473|ref|NC_002543.1| Horseradish curly top virus, complete genome;3080;41.1363636364
/home/macha/Louisa/datasets/viruses/10313991.fa;gi|10313991|ref|NC_002549.1| Ebola virus - Mayinga, Zaire, 1976 strain Mayinga;18959;41.0728413946
/home/macha/Louisa/datasets/viruses/10314005.fa;gi|10314005|ref|NC_002551.1| Vesicular exanthema of swine virus, complete genome;8284;47.827136649
/home/macha/Louisa/datasets/viruses/10314009.fa;gi|10314009|ref|NC_002548.1| Acute bee paralysis virus, complete genome;9491;35.4441049415
/home/macha/Louisa/datasets/viruses/10314012.fa;gi|10314012|ref|NC_002552.1| Hop latent virus, complete genome;8612;47.7937761263
/home/macha/Louisa/datasets/viruses/106060735.fa;gi|106060735|ref|NC_001959.2| Norwalk virus, complete genome;7654;48.0141102691
/home/macha/Louisa/datasets/viruses/10834856.fa;gi|10834856|ref|NC_002577.1| Gallid herpesvirus 3, complete genome;164270;53.6099105132
/home/macha/Louisa/datasets/viruses/108737103.fa;gi|108737103|ref|NC_008094.1| Y73 sarcoma virus, complete genome;5188;54.5875096376
/home/macha/Louisa/datasets/viruses/108861984.fa;gi|108861984|ref|NC_008152.1| Enterobacteria phage K1-5, complete genome;44385;45.2472682212
/home/macha/Louisa/datasets/viruses/109255272.fa;gi|109255272|ref|NC_008168.1| Choristoneura occidentalis granulovirus, complete genome;104710;32.6673670137
/home/macha/Louisa/datasets/viruses/109287878.fa;gi|109287878|ref|NC_008187.1| Aedes taeniorhynchus iridescent virus, complete genome;191100;47.8906331763
/home/macha/Louisa/datasets/viruses/109289936.fa;gi|109289936|ref|NC_008201.1| Mannheimia phage phiMHaA1, complete genome;34525;41.566980449
/home/macha/Louisa/datasets/viruses/109289986.fa;gi|109289986|ref|NC_008208.1| Aeromonas phage 25, complete genome;161475;41.0397894411
/home/macha/Louisa/datasets/viruses/109302753.fa;gi|109302753|ref|NC_008194.1| Mycobacterium phage 244, complete genome;74483;62.9365090021
/home/macha/Louisa/datasets/viruses/109302896.fa;gi|109302896|ref|NC_008193.1| Pasteurella phage F108, complete genome;30505;42.1045730208
/home/macha/Louisa/datasets/viruses/10937870.fa;gi|10937870|ref|NC_001796.2| Human parainfluenza virus 3, complete genome;15462;34.5233475618
