file;contig;length;GC
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_21_archea_fa_rev;281;29.8932384342
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_22_archea_fa_rev;281;39.8576512456
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_23_archea_fa;281;41.28113879
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_24_archea_fa;281;28.8256227758
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_25_archea_fa_rev;281;35.231316726
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_26_archea_fa_rev;281;34.8754448399
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_27_archea_fa_rev;281;37.7224199288
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_28_archea_fa_rev;281;36.2989323843
full_ncbi_contigs_4k_v2.fa;514836902_archea_sample_29_archea_fa_rev;281;40.9252669039
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_0_archea_fa;198;36.3636363636
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_1_archea_fa_rev;198;27.2727272727
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_2_archea_fa_rev;198;32.3232323232
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_3_archea_fa;198;34.8484848485
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_4_archea_fa;198;33.3333333333
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_5_archea_fa_rev;198;42.9292929293
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_6_archea_fa_rev;198;38.8888888889
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_7_archea_fa;198;36.8686868687
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_8_archea_fa_rev;198;30.8080808081
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_9_archea_fa;198;32.3232323232
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_10_archea_fa_rev;198;40.9090909091
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_11_archea_fa_rev;198;46.9696969697
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_12_archea_fa;198;37.8787878788
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_13_archea_fa;198;30.8080808081
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_14_archea_fa_rev;198;32.8282828283
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_15_archea_fa;198;31.8181818182
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_16_archea_fa_rev;198;36.8686868687
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_17_archea_fa;198;37.8787878788
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_18_archea_fa_rev;198;35.8585858586
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_19_archea_fa_rev;198;37.8787878788
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_20_archea_fa_rev;198;46.9696969697
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_21_archea_fa_rev;198;36.8686868687
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_22_archea_fa_rev;198;34.3434343434
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_23_archea_fa_rev;198;54.0404040404
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_24_archea_fa_rev;198;43.4343434343
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_25_archea_fa_rev;198;43.9393939394
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_26_archea_fa_rev;198;43.9393939394
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_27_archea_fa;198;36.8686868687
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_28_archea_fa;198;34.3434343434
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_29_archea_fa;198;32.3232323232
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_30_archea_fa;198;35.8585858586
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_31_archea_fa_rev;198;28.2828282828
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_32_archea_fa;198;44.4444444444
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_33_archea_fa_rev;198;50.0
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_34_archea_fa;198;31.8181818182
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_35_archea_fa;198;34.8484848485
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_36_archea_fa_rev;198;43.9393939394
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_37_archea_fa_rev;198;51.0101010101
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_38_archea_fa_rev;198;35.8585858586
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_39_archea_fa_rev;198;40.404040404
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_40_archea_fa;198;35.3535353535
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_41_archea_fa;198;31.8181818182
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_42_archea_fa_rev;198;30.8080808081
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_43_archea_fa;198;40.9090909091
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_44_archea_fa_rev;198;56.5656565657
full_ncbi_contigs_4k_v2.fa;25307963_archea_sample_45_archea_fa;198;36.3636363636
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_0_archea_fa_rev;156;41.0256410256
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_1_archea_fa;156;23.7179487179
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_2_archea_fa_rev;156;38.4615384615
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_3_archea_fa_rev;156;28.2051282051
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_4_archea_fa_rev;156;37.8205128205
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_5_archea_fa;156;35.2564102564
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_6_archea_fa_rev;156;39.7435897436
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_7_archea_fa_rev;156;44.8717948718
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_8_archea_fa_rev;156;34.6153846154
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_9_archea_fa_rev;156;33.9743589744
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_10_archea_fa;156;31.4102564103
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_11_archea_fa_rev;156;32.0512820513
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_12_archea_fa_rev;156;40.3846153846
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_13_archea_fa;156;38.4615384615
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_14_archea_fa;156;39.1025641026
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_15_archea_fa;156;32.6923076923
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_16_archea_fa;156;35.2564102564
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_17_archea_fa;156;30.1282051282
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_18_archea_fa_rev;156;34.6153846154
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_19_archea_fa_rev;156;30.7692307692
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_20_archea_fa_rev;156;25.641025641
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_21_archea_fa_rev;156;33.9743589744
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_22_archea_fa_rev;156;27.5641025641
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_23_archea_fa_rev;156;35.2564102564
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_24_archea_fa_rev;156;44.8717948718
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_25_archea_fa_rev;156;35.2564102564
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_26_archea_fa_rev;156;32.6923076923
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_27_archea_fa;156;32.6923076923
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_28_archea_fa;156;38.4615384615
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_29_archea_fa;156;29.4871794872
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_30_archea_fa_rev;156;29.4871794872
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_31_archea_fa;156;35.2564102564
full_ncbi_contigs_4k_v2.fa;332693428_archea_sample_32_archea_fa_rev;156;45.5128205128
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_0_archea_fa;331;48.3383685801
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_1_archea_fa_rev;331;48.3383685801
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_2_archea_fa;331;54.6827794562
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_3_archea_fa;331;53.4743202417
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_4_archea_fa;331;53.7764350453
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_5_archea_fa_rev;331;43.5045317221
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_6_archea_fa_rev;331;60.4229607251
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_7_archea_fa;331;54.3806646526
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_8_archea_fa;331;53.7764350453
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_9_archea_fa;331;53.4743202417
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_10_archea_fa_rev;331;51.6616314199
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_11_archea_fa;331;48.0362537764
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_12_archea_fa_rev;331;50.1510574018
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_13_archea_fa_rev;331;53.1722054381
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_14_archea_fa;331;55.8912386707
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_15_archea_fa_rev;331;48.9425981873
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_16_archea_fa_rev;331;51.3595166163
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_17_archea_fa;331;44.7129909366
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_18_archea_fa;331;59.8187311178
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_19_archea_fa;331;49.8489425982
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_20_archea_fa;331;47.7341389728
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_21_archea_fa_rev;331;52.2658610272
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_22_archea_fa;331;52.8700906344
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_23_archea_fa_rev;331;51.0574018127
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_24_archea_fa;331;60.4229607251
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_25_archea_fa_rev;331;52.5679758308
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_26_archea_fa;331;56.7975830816
full_ncbi_contigs_4k_v2.fa;212008101_archea_sample_27_archea_fa_rev;331;56.7975830816
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_0_archea_fa;627;45.1355661882
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_1_archea_fa_rev;627;47.2089314195
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_2_archea_fa;627;49.2822966507
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_3_archea_fa;627;47.0494417863
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_4_archea_fa_rev;627;45.4545454545
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_5_archea_fa_rev;627;48.4848484848
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_6_archea_fa;627;46.8899521531
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_7_archea_fa_rev;627;49.7607655502
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_8_archea_fa_rev;627;45.1355661882
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_9_archea_fa_rev;627;48.9633173844
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_10_archea_fa;627;48.4848484848
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_11_archea_fa_rev;627;43.0622009569
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_12_archea_fa;627;43.8596491228
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_13_archea_fa;627;36.0446570973
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_14_archea_fa;627;42.4242424242
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_15_archea_fa;627;46.2519936204
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_16_archea_fa_rev;627;42.7432216906
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_17_archea_fa_rev;627;53.9074960128
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_18_archea_fa;627;34.2902711324
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_19_archea_fa_rev;627;53.1100478469
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_20_archea_fa_rev;627;48.644338118
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_21_archea_fa_rev;627;37.9585326954
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_22_archea_fa_rev;627;40.350877193
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_23_archea_fa;627;54.7049441786
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_24_archea_fa_rev;627;56.2998405104
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_25_archea_fa_rev;627;42.4242424242
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_26_archea_fa_rev;627;44.4976076555
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_27_archea_fa_rev;627;39.3939393939
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_28_archea_fa;627;50.2392344498
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_29_archea_fa;627;48.4848484848
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_30_archea_fa_rev;627;45.9330143541
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_31_archea_fa_rev;627;51.0366826156
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_32_archea_fa_rev;627;48.644338118
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_33_archea_fa_rev;627;44.019138756
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_34_archea_fa;627;50.0797448166
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_35_archea_fa_rev;627;39.5534290271
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_36_archea_fa;627;30.303030303
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_37_archea_fa_rev;627;47.3684210526
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_38_archea_fa_rev;627;45.1355661882
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_39_archea_fa_rev;627;51.9936204147
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_40_archea_fa;627;48.4848484848
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_41_archea_fa;627;44.8165869219
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_42_archea_fa_rev;627;41.307814992
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_43_archea_fa_rev;627;29.9840510367
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_44_archea_fa_rev;627;49.1228070175
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_45_archea_fa_rev;627;51.6746411483
full_ncbi_contigs_4k_v2.fa;409168338_archea_sample_46_archea_fa;627;49.9202551834
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_0_archea_fa_rev;792;49.7474747475
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_1_archea_fa_rev;792;56.1868686869
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_2_archea_fa;792;62.7525252525
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_3_archea_fa;792;53.0303030303
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_4_archea_fa;792;53.9141414141
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_5_archea_fa_rev;792;65.9090909091
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_6_archea_fa;792;57.196969697
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_7_archea_fa;792;55.0505050505
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_8_archea_fa_rev;792;56.3131313131
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_9_archea_fa_rev;792;62.5
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_10_archea_fa;792;47.7272727273
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_11_archea_fa;792;59.0909090909
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_12_archea_fa;792;52.398989899
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_13_archea_fa_rev;792;48.6111111111
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_14_archea_fa;792;56.8181818182
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_15_archea_fa_rev;792;50.5050505051
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_16_archea_fa_rev;792;57.4494949495
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_17_archea_fa_rev;792;54.5454545455
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_18_archea_fa;792;60.4797979798
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_19_archea_fa;792;64.6464646465
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_20_archea_fa_rev;792;40.7828282828
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_21_archea_fa;792;56.1868686869
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_22_archea_fa_rev;792;53.6616161616
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_23_archea_fa;792;46.2121212121
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_24_archea_fa_rev;792;51.6414141414
full_ncbi_contigs_4k_v2.fa;116062158_archea_sample_25_archea_fa_rev;792;64.898989899
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_0_archea_fa;649;49.3066255778
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_1_archea_fa;649;49.3066255778
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_2_archea_fa;649;39.1371340524
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_3_archea_fa;649;37.750385208
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_4_archea_fa;649;41.6024653313
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_5_archea_fa;649;43.9137134052
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_6_archea_fa;649;43.9137134052
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_7_archea_fa_rev;649;41.4483821263
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_8_archea_fa;649;42.6810477658
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_9_archea_fa;649;46.0708782743
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_10_archea_fa;649;50.2311248074
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_11_archea_fa;649;42.218798151
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_12_archea_fa;649;40.2157164869
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_13_archea_fa_rev;649;46.0708782743
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_14_archea_fa_rev;649;43.7596302003
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_15_archea_fa;649;47.1494607088
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_16_archea_fa_rev;649;48.2280431433
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_17_archea_fa_rev;649;44.9922958398
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_18_archea_fa;649;43.1432973806
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_19_archea_fa;649;42.5269645609
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_20_archea_fa_rev;649;40.061633282
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_21_archea_fa;649;43.4514637904
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_22_archea_fa_rev;649;41.6024653313
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_23_archea_fa;649;44.530046225
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_24_archea_fa_rev;649;42.0647149461
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_25_archea_fa;649;43.1432973806
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_26_archea_fa;649;41.4483821263
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_27_archea_fa_rev;649;38.3667180277
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_28_archea_fa_rev;649;45.7627118644
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_29_archea_fa;649;41.1402157165
full_ncbi_contigs_4k_v2.fa;292665689_archea_sample_30_archea_fa;649;42.5269645609
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_0_archea_fa;433;30.0230946882
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_1_archea_fa_rev;433;34.1801385681
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_2_archea_fa_rev;433;35.7967667436
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_3_archea_fa;433;36.0277136259
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_4_archea_fa;433;29.792147806
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_5_archea_fa_rev;433;39.0300230947
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_6_archea_fa_rev;433;30.9468822171
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_7_archea_fa;433;31.6397228637
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_8_archea_fa;433;39.2609699769
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_9_archea_fa_rev;433;44.1108545035
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_10_archea_fa;433;33.025404157
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_11_archea_fa;433;38.337182448
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_12_archea_fa_rev;433;30.2540415704
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_13_archea_fa_rev;433;31.4087759815
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_14_archea_fa_rev;433;31.6397228637
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_15_archea_fa;433;33.025404157
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_16_archea_fa;433;36.2586605081
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_17_archea_fa;433;37.6443418014
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_18_archea_fa;433;35.103926097
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_19_archea_fa_rev;433;32.3325635104
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_20_archea_fa;433;38.1062355658
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_21_archea_fa;433;28.8683602771
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_22_archea_fa_rev;433;31.1778290993
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_23_archea_fa_rev;433;31.6397228637
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_24_archea_fa;433;32.5635103926
full_ncbi_contigs_4k_v2.fa;407047065_archea_sample_25_archea_fa;433;35.3348729792
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_0_archea_fa;409;63.8141809291
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_1_archea_fa_rev;409;58.6797066015
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_2_archea_fa;409;68.4596577017
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_3_archea_fa;409;66.2591687042
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_4_archea_fa_rev;409;50.6112469438
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_5_archea_fa_rev;409;66.7481662592
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_6_archea_fa_rev;409;61.858190709
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_7_archea_fa_rev;409;65.7701711491
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_8_archea_fa;409;65.7701711491
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_9_archea_fa_rev;409;72.1271393643
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_10_archea_fa_rev;409;63.0806845966
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_11_archea_fa_rev;409;62.5916870416
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_12_archea_fa_rev;409;63.8141809291
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_13_archea_fa;409;61.1246943765
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_14_archea_fa;409;66.9926650367
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_15_archea_fa;409;58.924205379
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_16_archea_fa_rev;409;63.0806845966
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_17_archea_fa;409;61.6136919315
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_18_archea_fa;409;66.2591687042
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_19_archea_fa_rev;409;61.1246943765
full_ncbi_contigs_4k_v2.fa;256689853_archea_sample_20_archea_fa;409;62.3471882641
